Date,Site,Block,SubBlock,Plot,Subplot,SeedingStrat,Irrigation,GrassOrig,ShrubOrig,GrassDens2014,GrassDens2016,GrassDensNoSPAI2017,GrassDens2017,ShrubDens2016,AllShrubSoField2017,WeedDens2016,WeedDens2017,WeedHeight2016
16-May,North,1,1-Spring,4,4A,II,Spring,Commercial,Local,-,0.4,-,-,0,-,872.5333333,-,16.73333333
16-May,North,1,1-Spring,4,4B,II,Spring,Commercial,Distant,-,0.6,-,-,0,-,1560,-,15.13333333
16-May,North,1,1-Spring,5,5A,III,Spring,-,Local,-,0.866666667,-,-,0,-,660.5333333,-,17.2
16-May,North,1,1-Spring,5,5B,III,Spring,-,Distant,-,0.466666667,-,-,0,-,1466.666667,-,21.06666667
16-May,North,1,1-Spring,6,6A,IV,Spring,-,Distant,-,3.466666667,-,-,0,-,69.33333333,-,18.53333333
16-May,North,1,1-Spring,6,6B,IV,Spring,-,Local,-,0.066666667,-,-,0,-,131.2,-,25.73333333
16-May,North,1,1-Spring,7,7A,V,Spring,-,-,-,0.333333333,-,-,0.333333333,-,1024.533333,-,22.73333333
16-May,North,1,1-Spring,7,7B,V,Spring,-,-,-,0.866666667,-,-,0,-,738.4,-,19.66666667
16-May,North,2,2-Fall-Spring,1,1A,I,Fall-Spring,Wild-collected,Distant,-,2,-,-,0,-,60.8,-,31.33333333
16-May,North,2,2-Fall-Spring,1,1B,I,Fall-Spring,Wild-collected,Local,-,1.9,-,-,0.4,-,70.4,-,27
16-May,North,2,2-Fall-Spring,2,2A,I,Fall-Spring,Commercial,Local,-,1.1,-,-,0.3,-,51.2,-,24.11111111
16-May,North,2,2-Fall-Spring,2,2B,I,Fall-Spring,Commercial,Distant,-,0.4,-,-,0.1,-,102.4,-,23.88888889
16-May,North,2,2-Fall-Spring,3,3A,II,Fall-Spring,Wild-collected,Distant,-,2.8,-,-,0.4,-,643.2,-,18.8
16-May,North,2,2-Fall-Spring,3,3B,II,Fall-Spring,Wild-collected,Local,-,1.5,-,-,0,-,1948,-,14
16-May,North,2,2-Fall-Spring,4,4A,II,Fall-Spring,Commercial,Local,-,0.4,-,-,0,-,110.4,-,25.9
16-May,North,2,2-Fall-Spring,4,4B,II,Fall-Spring,Commercial,Distant,-,0.3,-,-,0,-,286.4,-,33.8
16-May,North,2,2-Fall-Spring,5,5A,III,Fall-Spring,-,Local,-,0.1,-,-,0,-,463.6,-,33.5
16-May,North,2,2-Fall-Spring,5,5B,III,Fall-Spring,-,Distant,-,0.1,-,-,0,-,436.4,-,32.5
16-May,North,2,2-Fall-Spring,6,6A,IV,Fall-Spring,-,Distant,-,0.8,-,-,0,-,68.8,-,38.2
16-May,North,2,2-Fall-Spring,6,6B,IV,Fall-Spring,-,Local,-,0.5,-,-,0.5,-,89.6,-,39
16-May,North,2,2-Fall-Spring,7,7A,V,Fall-Spring,-,-,-,0.4,-,-,0,-,749.6,-,23.4
16-May,North,2,2-Fall-Spring,7,7B,V,Fall-Spring,-,-,-,0.1,-,-,0.1,-,682.8,-,25.3
16-May,North,2,2-Spring,1,1A,I,Spring,Wild-collected,Distant,-,3.8,-,-,0,-,164.4,-,26.6
16-May,North,2,2-Spring,1,1B,I,Spring,Wild-collected,Local,-,3.7,-,-,0,-,142.4,-,28.7
16-May,North,2,2-Spring,2,2A,I,Spring,Commercial,Local,-,3.7,-,-,0,-,255.2,-,38.7
16-May,North,2,2-Spring,2,2B,I,Spring,Commercial,Distant,-,9.2,-,-,0,-,149.6,-,30
16-May,North,2,2-Spring,3,3A,II,Spring,Wild-collected,Distant,-,1.4,-,-,0,-,524,-,27.8
16-May,North,2,2-Spring,3,3B,II,Spring,Wild-collected,Local,-,0.9,-,-,0,-,1108,-,30.8
16-May,North,2,2-Spring,4,4A,II,Spring,Commercial,Local,-,1.5,-,-,0,-,1250.4,-,14.1
16-May,North,2,2-Spring,4,4B,II,Spring,Commercial,Distant,-,1.3,-,-,0.1,-,1268.4,-,23.1
16-May,North,2,2-Spring,5,5A,III,Spring,-,Local,-,0,-,-,0,-,449.6,-,27.5
16-May,North,2,2-Spring,5,5B,III,Spring,-,Distant,-,0.2,-,-,0,-,1046.8,-,28.3
16-May,North,2,2-Spring,6,6A,IV,Spring,-,Distant,-,0.1,-,-,0,-,75.2,-,35
16-May,North,2,2-Spring,6,6B,IV,Spring,-,Local,-,0.5,-,-,0,-,43.2,-,44.2
16-May,North,2,2-Spring,7,7A,V,Spring,-,-,-,0,-,-,0,-,702.4,-,28.9
16-May,North,2,2-Spring,7,7B,V,Spring,-,-,-,0,-,-,0,-,593.2,-,19.3
16-May,North,3,3-Fall-Spring,1,1A,I,Fall-Spring,Wild-collected,Distant,-,1.4,-,-,0,-,168.4,-,21.4
16-May,North,3,3-Fall-Spring,1,1B,I,Fall-Spring,Wild-collected,Local,-,0.2,-,-,0,-,244.8,-,26
16-May,North,3,3-Fall-Spring,2,2A,I,Fall-Spring,Commercial,Local,-,0.2,-,-,0,-,221.6,-,30.6
16-May,North,3,3-Fall-Spring,2,2B,I,Fall-Spring,Commercial,Distant,-,2.4,-,-,0,-,307.2,-,14.6
16-May,North,3,3-Fall-Spring,3,3A,II,Fall-Spring,Wild-collected,Distant,-,0.1,-,-,0,-,470.4,-,22.2
16-May,North,3,3-Fall-Spring,3,3B,II,Fall-Spring,Wild-collected,Local,-,1.7,-,-,0,-,450.8,-,22.3
16-May,North,3,3-Fall-Spring,4,4A,II,Fall-Spring,Commercial,Local,-,0.2,-,-,0.1,-,632,-,17.3
16-May,North,3,3-Fall-Spring,4,4B,II,Fall-Spring,Commercial,Distant,-,0.1,-,-,0,-,260.4,-,24.1
16-May,North,3,3-Fall-Spring,5,5A,III,Fall-Spring,-,Local,-,0,-,-,0,-,468,-,22.2
16-May,North,3,3-Fall-Spring,5,5B,III,Fall-Spring,-,Distant,-,0,-,-,0,-,468.8,-,26.6
16-May,North,3,3-Fall-Spring,6,6A,IV,Fall-Spring,-,Distant,-,0.4,-,-,0.2,-,76.8,-,17
16-May,North,3,3-Fall-Spring,6,6B,IV,Fall-Spring,-,Local,-,0.2,-,-,2.4,-,102.4,-,38.4
16-May,North,3,3-Fall-Spring,7,7A,V,Fall-Spring,-,-,-,0.2,-,-,0,-,214.4,-,30.1
16-May,North,3,3-Fall-Spring,7,7B,V,Fall-Spring,-,-,-,0.3,-,-,0,-,176,-,16.7
16-May,North,3,3-Spring,1,1A,I,Spring,Wild-collected,Distant,-,4,-,-,0,-,150.4,-,13.6
16-May,North,3,3-Spring,1,1B,I,Spring,Wild-collected,Local,-,4.4,-,-,0,-,57.6,-,30.8
16-May,North,3,3-Spring,2,2A,I,Spring,Commercial,Local,-,5.6,-,-,0,-,233.6,-,17.6
16-May,North,3,3-Spring,2,2B,I,Spring,Commercial,Distant,-,3.8,-,-,0,-,108.8,-,32
16-May,North,3,3-Spring,3,3A,II,Spring,Wild-collected,Distant,-,1,-,-,0,-,166.4,-,30.6
16-May,North,3,3-Spring,3,3B,II,Spring,Wild-collected,Local,-,1.8,-,-,0,-,824.8,-,15.4
16-May,North,3,3-Spring,4,4A,II,Spring,Commercial,Local,-,4.2,-,-,0,-,823.2,-,18.8
16-May,North,3,3-Spring,4,4B,II,Spring,Commercial,Distant,-,2.4,-,-,0,-,339.2,-,20.6
16-May,North,3,3-Spring,5,5A,III,Spring,-,Local,-,0,-,-,0,-,494.4,-,31.8
16-May,North,3,3-Spring,5,5B,III,Spring,-,Distant,-,0.4,-,-,0,-,560,-,40.6
16-May,North,3,3-Spring,6,6A,IV,Spring,-,Distant,-,0,-,-,0,-,60.8,-,31.6
16-May,North,3,3-Spring,6,6B,IV,Spring,-,Local,-,0.2,-,-,0,-,118.4,-,22.6
16-May,North,3,3-Spring,7,7A,V,Spring,-,-,-,0,-,-,0,-,291.2,-,19.4
16-May,North,3,3-Spring,7,7B,V,Spring,-,-,-,0.2,-,-,0,-,217.6,-,28.2
16-May,South,1,1-Fall-Spring,1,1A,I,Fall-Spring,Wild-collected,Distant,-,4.8,-,-,0.066666667,-,1697.333333,-,8.2
16-May,South,1,1-Fall-Spring,1,1B,I,Fall-Spring,Wild-collected,Local,-,1.333333333,-,-,2.8,-,718.4,-,10.8
16-May,South,1,1-Fall-Spring,2,2A,I,Fall-Spring,Commercial,Local,-,5.533333333,-,-,4.266666667,-,310.4,-,8.4
16-May,South,1,1-Fall-Spring,2,2B,I,Fall-Spring,Commercial,Distant,-,2.933333333,-,-,0.8,-,678.9333333,-,5.933333333
16-May,South,1,1-Fall-Spring,3,3A,II,Fall-Spring,Wild-collected,Distant,-,2.4,-,-,0.066666667,-,1880,-,4.733333333
16-May,South,1,1-Fall-Spring,3,3B,II,Fall-Spring,Wild-collected,Local,-,1.466666667,-,-,0.2,-,1897.333333,-,10.26666667
16-May,South,1,1-Fall-Spring,4,4A,II,Fall-Spring,Commercial,Local,-,1.133333333,-,-,0.133333333,-,151.4666667,-,23.35714286
16-May,South,1,1-Fall-Spring,4,4B,II,Fall-Spring,Commercial,Distant,-,0.733333333,-,-,0.2,-,392.2666667,-,15.26666667
16-May,South,1,1-Fall-Spring,5,5A,III,Fall-Spring,-,Local,-,0.4,-,-,0.2,-,1122.4,-,6.6
16-May,South,1,1-Fall-Spring,5,5B,III,Fall-Spring,-,Distant,-,0.066666667,-,-,0.266666667,-,3033.333333,-,4.266666667
16-May,South,1,1-Fall-Spring,6,6A,IV,Fall-Spring,-,Distant,-,0,-,-,0,-,88.53333333,-,7
16-May,South,1,1-Fall-Spring,6,6B,IV,Fall-Spring,-,Local,-,0,-,-,0.866666667,-,166.4,-,13.6
16-May,South,1,1-Fall-Spring,7,7A,V,Fall-Spring,-,-,-,0.133333333,-,-,0,-,284,-,8.866666667
16-May,South,1,1-Fall-Spring,7,7B,V,Fall-Spring,-,-,-,0.133333333,-,-,0.133333333,-,1700,-,5.2
16-May,South,1,1-Spring,1,1A,I,Spring,Wild-collected,Distant,-,1.533333333,-,-,0.4,-,355.7333333,-,15.13333333
16-May,South,1,1-Spring,1,1B,I,Spring,Wild-collected,Local,-,1.6,-,-,2.266666667,-,305.8666667,-,12.13333333
16-May,South,1,1-Spring,2,2A,I,Spring,Commercial,Local,-,2.466666667,-,-,1.6,-,92.8,-,12.14285714
16-May,South,1,1-Spring,2,2B,I,Spring,Commercial,Distant,-,2.066666667,-,-,0.4,-,827.2,-,7.733333333
16-May,South,1,1-Spring,3,3A,II,Spring,Wild-collected,Distant,-,0.866666667,-,-,0,-,213.6,-,18.35714286
16-May,South,1,1-Spring,3,3B,II,Spring,Wild-collected,Local,-,1.2,-,-,0,-,703.2,-,14.4
16-May,South,1,1-Spring,4,4A,II,Spring,Commercial,Local,-,2,-,-,0.2,-,210.9333333,-,20.64285714
16-May,South,1,1-Spring,4,4B,II,Spring,Commercial,Distant,-,2.666666667,-,-,0,-,113.0666667,-,13
16-May,South,1,1-Spring,5,5A,III,Spring,-,Local,-,0.066666667,-,-,0,-,170.9333333,-,11.53333333
16-May,South,1,1-Spring,5,5B,III,Spring,-,Distant,-,0,-,-,0,-,368.8,-,16.46153846
16-May,South,1,1-Spring,6,6A,IV,Spring,-,Distant,-,0.733333333,-,-,0,-,430.1333333,-,11.2
16-May,South,1,1-Spring,6,6B,IV,Spring,-,Local,-,0,-,-,0.8,-,260.8,-,6.928571429
16-May,South,1,1-Spring,7,7A,V,Spring,-,-,-,0,-,-,0.066666667,-,87.46666667,-,11.14285714
16-May,South,1,1-Spring,7,7B,V,Spring,-,-,-,0,-,-,0,-,655.4666667,-,12.8
16-May,South,2,2-Fall-Spring,1,1A,I,Fall-Spring,Wild-collected,Distant,-,1.8,-,-,0.266666667,-,370.1333333,-,5.6
16-May,South,2,2-Fall-Spring,1,1B,I,Fall-Spring,Wild-collected,Local,-,4.6,-,-,0.4,-,414.9333333,-,4.733333333
16-May,South,2,2-Fall-Spring,2,2A,I,Fall-Spring,Commercial,Local,-,1.866666667,-,-,5.266666667,-,209.0666667,-,8
16-May,South,2,2-Fall-Spring,2,2B,I,Fall-Spring,Commercial,Distant,-,3.933333333,-,-,2.4,-,484.2666667,-,5.4
16-May,South,2,2-Fall-Spring,3,3A,II,Fall-Spring,Wild-collected,Distant,-,1.733333333,-,-,0.066666667,-,330.6666667,-,5.933333333
16-May,South,2,2-Fall-Spring,3,3B,II,Fall-Spring,Wild-collected,Local,-,2.066666667,-,-,0,-,1468.266667,-,5.266666667
16-May,South,2,2-Fall-Spring,4,4A,II,Fall-Spring,Commercial,Local,-,1.4,-,-,0.133333333,-,356.2666667,-,7.066666667
16-May,South,2,2-Fall-Spring,4,4B,II,Fall-Spring,Commercial,Distant,-,0.133333333,-,-,0.4,-,265.6,-,7.2
16-May,South,2,2-Fall-Spring,5,5A,III,Fall-Spring,-,Local,-,0,-,-,0.6,-,967.4666667,-,6.533333333
16-May,South,2,2-Fall-Spring,5,5B,III,Fall-Spring,-,Distant,-,0,-,-,0.066666667,-,440.8,-,8.8
16-May,South,2,2-Fall-Spring,6,6A,IV,Fall-Spring,-,Distant,-,0.666666667,-,-,0.333333333,-,141.8666667,-,9.533333333
16-May,South,2,2-Fall-Spring,6,6B,IV,Fall-Spring,-,Local,-,0.066666667,-,-,2.933333333,-,354.6666667,-,12.93333333
16-May,South,2,2-Fall-Spring,7,7A,V,Fall-Spring,-,-,-,0.266666667,-,-,0.066666667,-,591.4666667,-,9.133333333
16-May,South,2,2-Fall-Spring,7,7B,V,Fall-Spring,-,-,-,0.2,-,-,0,-,1560,-,3.4
16-May,South,2,2-Spring,1,1A,I,Spring,Wild-collected,Distant,-,5.2,-,-,0.866666667,-,578.6666667,-,10.53333333
16-May,South,2,2-Spring,1,1B,I,Spring,Wild-collected,Local,-,3,-,-,2.533333333,-,458.9333333,-,11.4
16-May,South,2,2-Spring,2,2A,I,Spring,Commercial,Local,-,4.066666667,-,-,2.466666667,-,966.6666667,-,15.13333333
16-May,South,2,2-Spring,2,2B,I,Spring,Commercial,Distant,-,3.666666667,-,-,0.066666667,-,953.0666667,-,10.73333333
16-May,South,2,2-Spring,3,3A,II,Spring,Wild-collected,Distant,-,2.4,-,-,0.133333333,-,234.9333333,-,14.6
16-May,South,2,2-Spring,3,3B,II,Spring,Wild-collected,Local,-,2.266666667,-,-,0,-,418.4,-,14.26666667
16-May,South,2,2-Spring,4,4A,II,Spring,Commercial,Local,-,3.8,-,-,0,-,955.2,-,17.06666667
16-May,South,2,2-Spring,4,4B,II,Spring,Commercial,Distant,-,4.4,-,-,0,-,739.2,-,9.733333333
16-May,South,2,2-Spring,5,5A,III,Spring,-,Local,-,0,-,-,0,-,3146.133333,-,5.733333333
16-May,South,2,2-Spring,5,5B,III,Spring,-,Distant,-,0,-,-,0,-,1359.733333,-,13
16-May,South,2,2-Spring,6,6A,IV,Spring,-,Distant,-,0.466666667,-,-,0,-,307.7333333,-,14.35714286
16-May,South,2,2-Spring,6,6B,IV,Spring,-,Local,-,2.133333333,-,-,1.866666667,-,216.5333333,-,16.26666667
16-May,South,2,2-Spring,7,7A,V,Spring,-,-,-,0.866666667,-,-,0,-,856.5333333,-,14.8
16-May,South,2,2-Spring,7,7B,V,Spring,-,-,-,0.133333333,-,-,0,-,664.2666667,-,14.93333333
16-May,South,3,3-Fall-Spring,1,1A,I,Fall-Spring,Wild-collected,Distant,-,2.533333333,-,-,0,-,418.6666667,-,12.2
16-May,South,3,3-Fall-Spring,1,1B,I,Fall-Spring,Wild-collected,Local,-,1.533333333,-,-,0.066666667,-,558.6666667,-,19.26666667
16-May,South,3,3-Fall-Spring,2,2A,I,Fall-Spring,Commercial,Local,-,3.466666667,-,-,0.466666667,-,264.8,-,16
16-May,South,3,3-Fall-Spring,2,2B,I,Fall-Spring,Commercial,Distant,-,3,-,-,0.133333333,-,612.5333333,-,8.466666667
16-May,South,3,3-Fall-Spring,3,3A,II,Fall-Spring,Wild-collected,Distant,-,1.6,-,-,0,-,702.9333333,-,12.4
16-May,South,3,3-Fall-Spring,3,3B,II,Fall-Spring,Wild-collected,Local,-,2.266666667,-,-,0.066666667,-,249.3333333,-,20.85714286
16-May,South,3,3-Fall-Spring,4,4A,II,Fall-Spring,Commercial,Local,-,1.866666667,-,-,0.266666667,-,599.4666667,-,17.26666667
16-May,South,3,3-Fall-Spring,4,4B,II,Fall-Spring,Commercial,Distant,-,1.8,-,-,0.133333333,-,672.8,-,18.13333333
16-May,South,3,3-Fall-Spring,5,5A,III,Fall-Spring,-,Local,-,0.466666667,-,-,0.133333333,-,110.9333333,-,18.2
16-May,South,3,3-Fall-Spring,5,5B,III,Fall-Spring,-,Distant,-,0.933333333,-,-,0.266666667,-,209.0666667,-,13.71428571
16-May,South,3,3-Fall-Spring,6,6A,IV,Fall-Spring,-,Distant,-,0,-,-,0.133333333,-,226.1333333,-,20.8
16-May,South,3,3-Fall-Spring,6,6B,IV,Fall-Spring,-,Local,-,0.133333333,-,-,0.933333333,-,148.8,-,16.66666667
16-May,South,3,3-Fall-Spring,7,7A,V,Fall-Spring,-,-,-,0.066666667,-,-,0,-,322.1333333,-,19.46666667
16-May,South,3,3-Fall-Spring,7,7B,V,Fall-Spring,-,-,-,0.133333333,-,-,0,-,178.1333333,-,15.06666667
16-May,South,3,3-Spring,1,1A,I,Spring,Wild-collected,Distant,-,2.666666667,-,-,0.6,-,394.9333333,-,12.2
16-May,South,3,3-Spring,1,1B,I,Spring,Wild-collected,Local,-,2.266666667,-,-,4.2,-,353.3333333,-,9.666666667
16-May,South,3,3-Spring,2,2A,I,Spring,Commercial,Local,-,4.8,-,-,1.8,-,201.8666667,-,13.26666667
16-May,South,3,3-Spring,2,2B,I,Spring,Commercial,Distant,-,5.066666667,-,-,0.133333333,-,305.6,-,19.73333333
16-May,South,3,3-Spring,3,3A,II,Spring,Wild-collected,Distant,-,3.4,-,-,0.133333333,-,1178.133333,-,5.6
16-May,South,3,3-Spring,3,3B,II,Spring,Wild-collected,Local,-,2.6,-,-,0.133333333,-,2205.6,-,5.866666667
16-May,South,3,3-Spring,4,4A,II,Spring,Commercial,Local,-,3,-,-,0.733333333,-,524.8,-,12.4
16-May,South,3,3-Spring,4,4B,II,Spring,Commercial,Distant,-,3.666666667,-,-,0.866666667,-,3316,-,6.266666667
16-May,South,3,3-Spring,5,5A,III,Spring,-,Local,-,0.333333333,-,-,0.133333333,-,804,-,13.66666667
16-May,South,3,3-Spring,5,5B,III,Spring,-,Distant,-,0,-,-,0.133333333,-,440.8,-,10.26666667
16-May,South,3,3-Spring,6,6A,IV,Spring,-,Distant,-,0.466666667,-,-,0.866666667,-,151.4666667,-,27.4
16-May,South,3,3-Spring,6,6B,IV,Spring,-,Local,-,0.066666667,-,-,2.733333333,-,165.3333333,-,12.33333333
16-May,South,3,3-Spring,7,7A,V,Spring,-,-,-,0.066666667,-,-,0.066666667,-,840,-,10.8
16-May,South,3,3-Spring,7,7B,V,Spring,-,-,-,0.333333333,-,-,0,-,753.6,-,9.733333333
17-May,North,1,1-Fall-Spring,1,1A,I,Fall-Spring,Wild-collected,Distant,-,-,0.533333333,0.533333333,-,-,-,23.73333333,-
17-May,North,1,1-Fall-Spring,1,1B,I,Fall-Spring,Wild-collected,Local,-,-,1.333333333,1.333333333,-,-,-,38.13333333,-
17-May,North,1,1-Fall-Spring,2,2A,I,Fall-Spring,Commercial,Local,-,-,0.266666667,0.266666667,-,-,-,385.6,-
17-May,North,1,1-Fall-Spring,2,2B,I,Fall-Spring,Commercial,Distant,-,-,0.133333333,0.2,-,-,-,173.3333333,-
17-May,North,1,1-Fall-Spring,3,3A,II,Fall-Spring,Wild-collected,Distant,-,-,1.333333334,1.333333334,-,-,-,101.3333333,-
17-May,North,1,1-Fall-Spring,3,3B,II,Fall-Spring,Wild-collected,Local,-,-,0.866666667,0.866666667,-,-,-,59.73333333,-
17-May,North,1,1-Fall-Spring,4,4A,II,Fall-Spring,Commercial,Local,-,-,0.066666667,0.066666667,-,-,-,120.2666667,-
17-May,North,1,1-Fall-Spring,4,4B,II,Fall-Spring,Commercial,Distant,-,-,0.066666667,0.066666667,-,-,-,207.2,-
17-May,North,1,1-Fall-Spring,5,5A,III,Fall-Spring,-,Local,-,-,0.066666667,0.066666667,-,-,-,70.66666667,-
17-May,North,1,1-Fall-Spring,5,5B,III,Fall-Spring,-,Distant,-,-,0.066666667,0.066666667,-,-,-,69.6,-
